customer_id,age,tenure_months,account_type,monthly_balance_eur,num_products,monthly_transaction_count,monthly_transaction_amount_eur,has_direct_debits,direct_debit_count,uses_digital_bank_secondary,was_kbc_ulster_customer,months_since_switching,experienced_switching_difficulty,branch_visits_monthly,customer_service_calls_6months,has_complaint_history,credit_score_band,has_mortgage,has_savings_goal,churn
IRLBANK_00057,35,85,Current + Savings,4743.1,2,79,2883.05,True,15,True,False,0,False,2,2,False,High,False,True,0
IRLBANK_00058,46,34,Current Account,12468.12,2,125,4498.13,True,5,True,False,0,False,2,2,False,Medium,False,False,0
IRLBANK_00059,46,141,Current + Savings,11516.64,2,164,5867.43,True,13,False,False,0,False,0,3,False,Low,False,True,0
IRLBANK_00060,54,52,Current Account,1657.7,2,100,3620.37,True,6,True,False,0,False,0,1,False,Medium,False,True,0
IRLBANK_00061,33,21,Current + Savings,4292.87,2,128,4603.46,True,2,False,False,0,False,0,0,True,Medium,False,False,1
IRLBANK_00062,51,160,Current Account,15116.28,2,118,4252.36,True,1,False,True,20,True,1,1,False,Medium,False,True,0
IRLBANK_00063,43,17,Current + Savings,4881.3,3,169,6042.99,True,11,False,False,0,False,0,2,False,Low,False,True,0
IRLBANK_00064,42,55,Current Account,8672.08,1,113,4076.8,False,0,False,False,0,False,0,3,False,Medium,False,False,1
IRLBANK_00065,27,52,Current Account,2921.83,2,181,6464.31,True,15,False,False,0,False,1,4,False,Medium,False,True,0
IRLBANK_00066,44,53,Current + Savings,491.25,4,19,776.43,True,12,True,False,0,False,0,1,False,Medium,False,False,0
IRLBANK_00067,36,19,Current + Savings,1441.62,2,104,3760.81,True,12,True,False,0,False,1,0,False,High,False,True,0
IRLBANK_00068,68,86,Current + Mortgage,4109.58,5,16,671.1,True,3,False,False,0,False,1,3,False,High,True,True,0
IRLBANK_00069,31,65,Current + Savings,3489.05,2,103,3725.7,True,10,True,False,0,False,3,1,False,High,False,False,0
IRLBANK_00070,31,114,Current + Savings,18079.33,2,36,1373.31,False,0,False,True,11,True,1,5,False,High,False,False,1
IRLBANK_00071,47,27,Current + Mortgage,6310.62,3,35,1338.2,True,8,False,False,0,False,1,3,False,Medium,True,False,0
IRLBANK_00072,24,74,Current + Savings,7892.75,3,25,987.09,True,15,True,False,0,False,0,0,False,Low,False,True,0
IRLBANK_00073,35,102,Current + Savings,9335.54,4,141,5059.89,True,11,False,False,0,False,1,0,False,High,False,False,0
IRLBANK_00074,40,3,Current + Savings,6067.9,3,54,2005.29,True,1,False,False,0,False,0,1,False,High,False,False,0
IRLBANK_00075,42,147,Current + Mortgage,11745.09,4,84,3058.6,True,8,True,False,0,False,2,1,False,Medium,True,True,0
IRLBANK_00076,27,8,Current + Savings,12226.57,4,86,3128.82,True,2,True,False,0,False,0,0,False,Medium,False,True,0
IRLBANK_00077,50,126,Current + Savings,3463.34,2,154,5516.33,True,12,False,False,0,False,1,0,False,Medium,False,False,0
IRLBANK_00078,56,134,Current Account,708.77,1,33,1267.97,False,0,False,True,3,True,4,2,False,Medium,False,True,1
IRLBANK_00079,40,45,Current + Savings,34354.6,2,46,1724.41,True,11,False,False,0,False,0,1,False,High,False,False,0
IRLBANK_00080,20,53,Current Account,8231.66,2,52,1935.07,True,11,True,True,24,True,1,0,False,Medium,False,False,1
IRLBANK_00081,63,42,Current Account,9873.15,1,94,3409.71,True,10,False,False,0,False,2,2,False,High,False,False,0
IRLBANK_00082,62,163,Current + Savings,11307.55,2,60,2215.95,True,4,False,False,0,False,3,1,False,Medium,False,False,0
IRLBANK_00083,30,143,Current + Savings,7593.89,3,85,3093.71,True,11,False,False,0,False,1,3,False,High,False,False,0
IRLBANK_00084,45,179,Savings Account,5092.64,1,14,600.88,False,0,False,False,0,False,1,2,False,Medium,False,False,0
IRLBANK_00085,62,30,Savings Account,33423.39,1,18,741.32,False,0,False,False,0,False,1,2,False,High,False,False,1
IRLBANK_00086,36,144,Current Account,10405.56,1,149,5340.78,True,13,False,True,2,False,1,2,False,High,False,False,1
IRLBANK_00087,49,137,Current Account,14958.57,1,78,2847.94,True,11,False,False,0,False,2,3,False,High,False,False,0
IRLBANK_00088,32,5,Current Account,4633.91,1,139,4989.67,True,15,True,False,0,False,0,2,False,Low,False,True,1
IRLBANK_00089,46,4,Current Account,18812.31,2,67,2461.73,True,3,False,True,18,True,0,1,False,High,False,True,1
IRLBANK_00090,38,142,Savings Account,10538.66,1,17,706.21,False,0,False,False,0,False,0,1,False,High,False,False,0
IRLBANK_00091,40,179,Current + Savings,10967.4,2,66,2426.62,True,1,True,False,0,False,0,2,False,Medium,False,True,0
IRLBANK_00092,48,20,Current Account,727.55,2,115,4147.03,True,8,True,False,0,False,0,0,False,High,False,False,0
IRLBANK_00093,42,57,Current Account,7687.31,1,143,5130.12,True,1,False,False,0,False,2,2,False,Medium,False,False,0
IRLBANK_00094,51,139,Current + Mortgage,3266.35,3,196,6990.97,True,7,True,False,0,False,0,0,False,Medium,True,False,0
IRLBANK_00095,45,105,Current + Savings,8845.14,2,89,3234.16,True,3,True,False,0,False,0,0,False,Low,False,True,0
IRLBANK_00096,26,127,Current Account,6718.6,1,179,6394.09,True,3,False,True,9,True,1,2,False,Medium,False,False,1
IRLBANK_00097,45,109,Current Account,942.97,1,54,2005.29,True,9,False,False,0,False,0,1,False,High,False,False,0
IRLBANK_00098,49,131,Current + Savings,6039.97,2,49,1829.74,True,13,False,True,24,True,0,1,False,High,False,False,0
IRLBANK_00099,50,49,Savings Account,4801.02,1,19,776.43,False,0,False,False,0,False,1,1,False,Medium,False,False,1
IRLBANK_00100,49,171,Current + Savings,11984.73,2,104,3760.81,True,8,True,False,0,False,0,2,False,Low,False,False,0
IRLBANK_00101,47,56,Savings Account,5587.5,1,17,706.21,False,0,True,False,0,False,0,2,False,Medium,False,False,1
IRLBANK_00102,36,64,Current + Mortgage,5249.31,3,123,4427.91,False,0,False,False,0,False,0,1,False,Medium,True,False,0
IRLBANK_00103,39,39,Current + Savings,10169.2,2,66,2426.62,False,0,False,False,0,False,0,2,False,Medium,False,False,0
IRLBANK_00104,37,165,Current Account,8835.14,2,107,3866.14,True,12,True,False,0,False,1,3,False,Medium,False,False,0
IRLBANK_00105,50,132,Current Account,38482.2,1,180,6429.2,True,10,False,False,0,False,1,3,False,Medium,False,False,0
IRLBANK_00106,44,18,Current + Savings,3470.33,2,117,4217.25,True,3,False,False,0,False,1,3,False,High,False,True,0
IRLBANK_00107,51,16,Current Account,9327.16,2,73,2672.39,True,12,True,False,0,False,1,0,False,Low,False,True,0
IRLBANK_00108,38,123,Current Account,1464.26,2,100,3620.37,True,11,True,False,0,False,0,0,False,Medium,False,False,0
IRLBANK_00109,43,163,Current Account,13060.05,1,93,3374.6,True,9,False,False,0,False,1,2,False,Low,False,True,0
IRLBANK_00110,38,138,Current + Savings,12340.05,3,169,6042.99,True,6,False,False,0,False,0,2,False,Medium,False,True,0
IRLBANK_00111,61,175,Current + Savings,10351.78,2,160,5726.99,True,3,False,False,0,False,2,1,False,Low,False,False,0
IRLBANK_00112,62,65,Current Account,1014.04,1,142,5095.01,True,7,False,False,0,False,4,1,False,Medium,False,False,0
IRLBANK_00113,26,36,Current + Savings,35084.8,3,194,6920.74,True,4,True,False,0,False,1,4,False,Low,False,True,0
IRLBANK_00114,33,115,Current + Savings,22863.17,3,71,2602.17,True,6,True,False,0,False,0,0,False,Medium,False,False,0
IRLBANK_00115,31,62,Current + Mortgage,3697.45,3,77,2812.83,False,0,False,True,20,False,0,3,False,Medium,True,True,0
IRLBANK_00116,24,178,Current + Savings,6889.04,2,112,4041.69,True,2,True,False,0,False,0,3,False,High,False,False,0
IRLBANK_00117,54,175,Current + Mortgage,17577.66,3,69,2531.95,True,9,True,False,0,False,0,3,False,Medium,True,False,0
IRLBANK_00118,53,139,Current + Mortgage,5459.94,3,21,846.65,True,13,True,True,23,True,1,1,False,Medium,True,False,0
IRLBANK_00119,51,67,Savings Account,7313.61,1,10,460.44,False,0,False,False,0,False,0,1,False,Medium,False,False,1
IRLBANK_00120,45,39,Current + Savings,7395.45,3,190,6780.3,True,3,True,False,0,False,2,1,False,Medium,False,False,0
IRLBANK_00121,46,54,Current Account,8381.57,1,199,7096.3,True,10,True,False,0,False,2,3,False,Medium,False,False,1
IRLBANK_00122,58,86,Current + Savings,6854.75,2,15,635.99,True,4,True,False,0,False,2,1,False,Medium,False,False,0
IRLBANK_00123,41,32,Current Account,4166.26,1,172,6148.32,True,14,True,True,29,True,0,2,False,High,False,False,1
IRLBANK_00124,31,168,Current + Savings,6203.18,2,169,6042.99,True,9,False,False,0,False,0,3,False,Medium,False,False,0
IRLBANK_00125,50,178,Current Account,16411.04,1,81,2953.27,True,7,True,False,0,False,0,1,False,Medium,False,True,0
IRLBANK_00126,45,133,Current Account,15966.88,1,18,741.32,True,2,False,False,0,False,0,2,False,Medium,False,True,0
IRLBANK_00127,28,3,Current Account,11846.45,2,142,5095.01,True,15,False,False,0,False,0,1,False,Medium,False,False,1
IRLBANK_00128,37,135,Current + Mortgage,4276.95,4,58,2145.73,True,13,False,False,0,False,4,0,False,Low,True,False,0
IRLBANK_00129,42,116,Current Account,12333.21,1,117,4217.25,False,0,False,False,0,False,1,2,False,Medium,False,False,0
IRLBANK_00130,59,26,Current + Mortgage,3926.31,3,175,6253.65,True,11,False,False,0,False,2,1,False,Medium,True,False,0
IRLBANK_00131,38,79,Current Account,8726.79,1,139,4989.67,False,0,True,False,0,False,0,3,False,Medium,False,True,1
IRLBANK_00132,34,8,Current + Savings,6704.05,2,25,987.09,True,1,True,False,0,False,1,0,False,Medium,False,True,0
IRLBANK_00133,53,62,Current Account,2853.68,2,44,1654.19,True,7,False,False,0,False,1,0,False,Medium,False,False,0
IRLBANK_00134,35,37,Current Account,4824.67,2,108,3901.25,True,2,True,False,0,False,0,1,False,Medium,False,False,0
IRLBANK_00135,25,174,Current + Mortgage,14192.7,3,181,6464.31,True,15,False,False,0,False,1,1,False,Low,True,True,0
IRLBANK_00136,47,83,Current Account,19512.08,2,125,4498.13,True,12,True,False,0,False,1,4,False,Low,False,True,0
IRLBANK_00137,44,109,Current Account,1838.28,2,147,5270.56,True,12,True,False,0,False,1,3,False,High,False,True,0
IRLBANK_00138,44,138,Current + Savings,4873.61,2,118,4252.36,True,14,True,False,0,False,0,3,False,Medium,False,True,0
IRLBANK_00139,49,13,Current + Savings,4546.3,2,136,4884.34,True,14,False,False,0,False,3,0,False,Medium,False,False,0
IRLBANK_00140,48,48,Current + Mortgage,5371.33,3,147,5270.56,True,6,False,False,0,False,2,0,False,Medium,True,False,0
IRLBANK_00141,45,128,Current + Savings,30048.93,2,198,7061.19,True,13,True,False,0,False,0,0,False,High,False,False,0
IRLBANK_00142,38,68,Current + Savings,5850.82,2,97,3515.04,True,6,True,False,0,False,1,2,True,Medium,False,False,1
IRLBANK_00143,33,166,Savings Account,14179.26,2,17,706.21,False,0,True,False,0,False,0,1,False,High,False,True,0
IRLBANK_00144,25,84,Current + Savings,8723.65,2,126,4533.24,True,11,False,False,0,False,1,2,False,High,False,False,0
IRLBANK_00145,48,63,Current + Savings,907.06,2,29,1127.53,True,5,False,False,0,False,0,0,False,High,False,False,0
IRLBANK_00146,42,22,Current Account,9516.79,1,117,4217.25,True,2,False,False,0,False,4,0,False,Medium,False,True,0
IRLBANK_00147,34,28,Current + Savings,8331.64,2,23,916.87,True,14,False,False,0,False,3,1,False,Medium,False,False,0
IRLBANK_00148,27,178,Current Account,11366.06,1,154,5516.33,True,9,True,False,0,False,0,1,False,Medium,False,False,1
IRLBANK_00149,39,98,Current + Savings,618.92,3,26,1022.2,True,1,False,True,11,False,0,0,False,Medium,False,False,0
IRLBANK_00150,49,103,Current Account,2209.27,2,87,3163.93,True,10,False,False,0,False,0,1,False,Medium,False,True,0
IRLBANK_00151,47,77,Current Account,11732.7,2,123,4427.91,True,1,True,False,0,False,0,0,False,Low,False,True,0
IRLBANK_00152,32,139,Current + Savings,3704.11,2,23,916.87,True,14,False,False,0,False,0,0,True,High,False,False,1
IRLBANK_00153,37,34,Current Account,19336.69,2,162,5797.21,True,2,True,False,0,False,0,2,False,High,False,True,0
IRLBANK_00154,32,111,Current Account,5833.02,1,128,4603.46,False,0,True,False,0,False,1,3,False,High,False,False,1
IRLBANK_00155,27,101,Current Account,8.22,1,94,3409.71,True,14,True,True,32,True,1,1,False,High,False,False,1
IRLBANK_00156,60,119,Current Account,9600.8,1,132,4743.9,True,8,False,True,25,True,1,1,False,Medium,False,False,0
IRLBANK_00157,36,95,Current Account,5763.55,1,196,6990.97,True,5,False,True,25,True,1,0,False,Medium,False,True,0
IRLBANK_00158,54,57,Current + Savings,3051.19,2,172,6148.32,True,3,True,False,0,False,1,1,False,Medium,False,True,0
IRLBANK_00159,37,19,Savings Account,165.22,1,15,635.99,False,0,False,False,0,False,2,4,True,Medium,False,False,1
IRLBANK_00160,48,151,Current + Savings,1772.62,3,78,2847.94,True,12,True,False,0,False,0,1,False,Medium,False,False,0
IRLBANK_00161,49,24,Current + Savings,1410.02,2,126,4533.24,True,4,False,False,0,False,1,1,False,Low,False,False,0
IRLBANK_00162,43,167,Current + Savings,6994.55,2,200,7131.41,True,15,True,True,19,True,2,1,False,Medium,False,True,0
IRLBANK_00163,47,68,Current Account,11741.91,1,65,2391.51,False,0,True,False,0,False,0,1,False,Medium,False,False,0
IRLBANK_00164,48,31,Current + Mortgage,2138.92,3,60,2215.95,True,4,False,False,0,False,0,1,False,Medium,True,True,0
IRLBANK_00165,51,45,Current + Mortgage,9571.3,4,94,3409.71,False,0,True,True,7,False,0,2,False,Low,True,False,0
IRLBANK_00166,29,10,Current Account,18406.63,1,90,3269.27,True,9,True,False,0,False,1,2,False,Low,False,True,1
IRLBANK_00167,32,36,Current + Savings,7774.13,3,53,1970.18,True,13,True,False,0,False,2,2,False,Medium,False,False,0
IRLBANK_00168,65,115,Current Account,11956.3,1,75,2742.61,True,15,True,False,0,False,0,0,False,Low,False,False,1
IRLBANK_00169,25,155,Current Account,1827.58,1,71,2602.17,True,5,True,True,33,True,0,1,False,Medium,False,True,1
IRLBANK_00170,33,170,Current Account,623.16,1,174,6218.54,True,4,True,False,0,False,0,2,False,High,False,True,0
IRLBANK_00171,44,74,Current + Savings,3637.93,2,49,1829.74,False,0,True,False,0,False,0,0,False,High,False,False,0
IRLBANK_00172,46,101,Current + Savings,9875.65,2,162,5797.21,True,7,False,False,0,False,2,2,False,High,False,False,0
IRLBANK_00173,53,92,Savings Account,9269.41,2,12,530.66,False,0,False,False,0,False,3,2,False,Low,False,False,0
IRLBANK_00174,47,87,Savings Account,24822.84,1,18,741.32,False,0,True,False,0,False,0,1,False,Medium,False,True,1
IRLBANK_00175,55,33,Current + Savings,7953.55,2,140,5024.78,True,6,False,False,0,False,4,1,True,Medium,False,False,1
IRLBANK_00176,34,7,Current Account,4238.5,2,134,4814.12,True,13,True,False,0,False,0,1,False,High,False,False,0
IRLBANK_00177,22,59,Current + Mortgage,12761.58,3,131,4708.79,True,2,True,False,0,False,1,3,False,Medium,True,True,0
IRLBANK_00178,53,71,Current + Savings,1329.08,4,37,1408.42,True,12,True,False,0,False,0,1,False,Medium,False,False,0
IRLBANK_00179,38,23,Current + Savings,13414.13,2,200,7131.41,True,4,True,False,0,False,0,1,True,Low,False,False,1
IRLBANK_00180,32,72,Current + Savings,3644.77,3,139,4989.67,True,3,False,False,0,False,1,0,False,High,False,True,0
IRLBANK_00181,57,26,Current + Mortgage,1337.98,4,77,2812.83,True,12,True,False,0,False,5,1,False,Medium,True,False,0
IRLBANK_00182,34,16,Current + Savings,1415.24,2,103,3725.7,True,9,True,False,0,False,1,0,False,Medium,False,False,0
IRLBANK_00183,35,150,Current Account,32882.57,2,77,2812.83,True,6,True,False,0,False,1,0,False,Medium,False,True,0
IRLBANK_00184,43,61,Savings Account,7808.81,1,19,776.43,False,0,False,False,0,False,1,0,False,Medium,False,False,1
IRLBANK_00185,46,32,Current Account,1531.85,1,37,1408.42,True,2,True,False,0,False,3,0,False,Medium,False,True,1
IRLBANK_00186,39,32,Current + Mortgage,2501.95,3,100,3620.37,True,5,False,False,0,False,2,2,False,High,True,False,0
IRLBANK_00187,52,89,Savings Account,3722.74,1,5,284.88,False,0,False,False,0,False,0,0,True,High,False,True,1
IRLBANK_00188,31,60,Current Account,460.18,1,142,5095.01,True,6,True,False,0,False,2,5,False,High,False,True,0
IRLBANK_00189,52,152,Savings Account,918.04,2,19,776.43,True,1,True,True,15,True,0,0,False,Medium,False,False,0
IRLBANK_00190,58,44,Current Account,11475.62,1,31,1197.75,True,10,False,False,0,False,2,5,False,High,False,True,0
IRLBANK_00191,44,92,Current + Savings,12366.97,2,175,6253.65,True,14,False,False,0,False,0,1,False,High,False,False,0
IRLBANK_00192,45,68,Current Account,35540.75,2,124,4463.02,False,0,False,False,0,False,4,2,False,High,False,False,0
IRLBANK_00193,31,57,Current Account,559.92,1,36,1373.31,True,6,True,False,0,False,0,4,False,Medium,False,False,1
IRLBANK_00194,66,150,Current Account,17599.1,1,18,741.32,True,3,False,False,0,False,6,0,False,High,False,False,0
IRLBANK_00195,34,139,Current Account,3052.61,1,130,4673.68,True,8,True,False,0,False,3,0,True,Medium,False,False,1
IRLBANK_00196,40,66,Current Account,3178.2,1,88,3199.05,True,12,False,False,0,False,0,1,False,Medium,False,False,0
IRLBANK_00197,56,44,Current + Savings,1089.14,2,196,6990.97,True,5,False,True,7,False,6,1,False,Medium,False,False,1
IRLBANK_00198,34,98,Current Account,34322.98,1,79,2883.05,True,6,True,False,0,False,1,2,False,Low,False,False,0
IRLBANK_00199,42,143,Current Account,31702.0,2,196,6990.97,True,4,True,False,0,False,3,2,False,Medium,False,False,0
IRLBANK_00200,32,99,Current + Savings,16009.75,3,158,5656.77,True,1,True,False,0,False,0,0,False,Medium,False,False,0
IRLBANK_00201,49,23,Current + Mortgage,761.35,4,109,3936.36,True,4,False,True,34,False,0,1,True,Medium,True,True,0
IRLBANK_00202,54,83,Current + Savings,14743.56,2,169,6042.99,True,10,False,False,0,False,1,3,False,Low,False,True,0
IRLBANK_00203,31,147,Current Account,8054.41,1,94,3409.71,True,4,True,False,0,False,0,2,False,Medium,False,True,0
IRLBANK_00204,26,44,Current + Savings,1102.84,2,44,1654.19,True,4,False,False,0,False,3,1,False,Medium,False,True,0
IRLBANK_00205,21,24,Current Account,2427.87,1,179,6394.09,True,3,True,True,20,True,2,3,False,High,False,True,1
IRLBANK_00206,34,127,Current + Mortgage,9349.47,3,115,4147.03,False,0,True,True,21,True,0,1,False,Medium,True,False,0
IRLBANK_00207,41,131,Current + Mortgage,13014.33,3,170,6078.1,True,15,True,False,0,False,0,0,False,Medium,True,False,0
IRLBANK_00208,58,73,Current + Savings,15075.58,4,102,3690.59,True,12,False,False,0,False,4,2,False,Medium,False,False,0
IRLBANK_00209,44,145,Current Account,6279.12,1,193,6885.63,True,3,False,False,0,False,0,1,False,Medium,False,False,0
IRLBANK_00210,43,48,Current Account,6119.21,2,85,3093.71,True,15,False,False,0,False,0,0,False,Low,False,False,0
IRLBANK_00211,51,29,Current + Mortgage,9221.4,3,107,3866.14,True,1,False,False,0,False,2,0,False,High,True,False,0
IRLBANK_00212,46,8,Current + Savings,12030.63,3,171,6113.21,False,0,True,False,0,False,4,1,False,Medium,False,False,0
IRLBANK_00213,37,75,Current Account,1496.28,1,184,6569.64,True,8,True,False,0,False,0,4,False,High,False,False,0
IRLBANK_00214,33,9,Current Account,10771.6,1,93,3374.6,True,7,True,False,0,False,0,3,False,Low,False,True,1
IRLBANK_00215,51,11,Current + Savings,3344.59,2,22,881.76,True,11,False,True,36,True,2,0,False,Low,False,True,0
IRLBANK_00216,48,83,Current + Mortgage,3872.93,5,54,2005.29,True,3,True,True,16,True,1,2,False,Medium,True,False,0
IRLBANK_00217,28,48,Current + Savings,647.19,2,99,3585.26,True,15,True,False,0,False,4,3,False,Medium,False,True,0
IRLBANK_00218,44,98,Current Account,7102.03,1,99,3585.26,True,7,True,False,0,False,1,3,False,Medium,False,False,0
IRLBANK_00219,36,2,Savings Account,784.61,1,16,671.1,False,0,True,False,0,False,1,0,False,Low,False,True,1
IRLBANK_00220,56,156,Current Account,19547.26,1,133,4779.01,True,9,False,False,0,False,6,0,False,Medium,False,True,0
IRLBANK_00221,31,123,Current + Mortgage,7761.13,5,178,6358.98,True,11,True,False,0,False,2,2,False,High,True,True,0
IRLBANK_00222,52,20,Current Account,37070.08,1,38,1443.53,True,7,True,False,0,False,0,1,False,Medium,False,False,1
